gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label
FGF12	HGNC:3668	developmental and epileptic encephalopathy	MONDO_0100062	Definitive	3	192139390.0	192767764.0	-	ENSG00000114279	ENST00000445105	ENSP00000393686	P61328	2257	MONDO_0005071	nervous system disorder
FGF8	HGNC:3686	congenital heart disease	MONDO_0005453	Moderate	10	101770109.0	101780371.0	-	ENSG00000107831	ENST00000320185	ENSP00000321797	P55075	2253	MONDO_0021147	disorder of development or morphogenesis
FGF8	HGNC:3686	congenital heart disease	MONDO_0005453	Moderate	10	101770109.0	101780371.0	-	ENSG00000107831	ENST00000320185	ENSP00000321797	P55075	2253	MONDO_0004995	cardiovascular disorder
FGFR1	HGNC:3688	Pfeiffer syndrome type 1	MONDO_0019659	Definitive	8	38400215.0	38468834.0	-	ENSG00000077782	ENST00000447712	ENSP00000400162	P11362	2260	MONDO_0021147	disorder of development or morphogenesis
FGFR1	HGNC:3688	Pfeiffer syndrome type 1	MONDO_0019659	Definitive	8	38400215.0	38468834.0	-	ENSG00000077782	ENST00000447712	ENSP00000400162	P11362	2260	MONDO_0002081	musculoskeletal system disorder
FGFR1	HGNC:3688	osteoglophonic dwarfism	MONDO_0008150	Limited	8	38400215.0	38468834.0	-	ENSG00000077782	ENST00000447712	ENSP00000400162	P11362	2260	MONDO_0002081	musculoskeletal system disorder
FGFR1	HGNC:3688	Hartsfield-Bixler-Demyer syndrome	MONDO_0014196	Moderate	8	38400215.0	38468834.0	-	ENSG00000077782	ENST00000447712	ENSP00000400162	P11362	2260	MONDO_0021147	disorder of development or morphogenesis
FGFR1	HGNC:3688	Hartsfield-Bixler-Demyer syndrome	MONDO_0014196	Moderate	8	38400215.0	38468834.0	-	ENSG00000077782	ENST00000447712	ENSP00000400162	P11362	2260	MONDO_0002081	musculoskeletal system disorder
FGFR2	HGNC:3689	Apert syndrome	MONDO_0007041	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000358487	ENSP00000351276	P21802	2263	MONDO_0021147	disorder of development or morphogenesis
FGFR2	HGNC:3689	Apert syndrome	MONDO_0007041	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000358487	ENSP00000351276	P21802	2263	MONDO_0002081	musculoskeletal system disorder
FGFR2	HGNC:3689	Apert syndrome	MONDO_0007041	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000457416	ENSP00000410294	P21802	2263	MONDO_0021147	disorder of development or morphogenesis
FGFR2	HGNC:3689	Apert syndrome	MONDO_0007041	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000457416	ENSP00000410294	P21802	2263	MONDO_0002081	musculoskeletal system disorder
FGFR2	HGNC:3689	Beare-Stevenson cutis gyrata syndrome	MONDO_0007412	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000358487	ENSP00000351276	P21802	2263	MONDO_0021147	disorder of development or morphogenesis
FGFR2	HGNC:3689	Beare-Stevenson cutis gyrata syndrome	MONDO_0007412	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000358487	ENSP00000351276	P21802	2263	MONDO_0002081	musculoskeletal system disorder
FGFR2	HGNC:3689	Beare-Stevenson cutis gyrata syndrome	MONDO_0007412	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000457416	ENSP00000410294	P21802	2263	MONDO_0021147	disorder of development or morphogenesis
FGFR2	HGNC:3689	Beare-Stevenson cutis gyrata syndrome	MONDO_0007412	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000457416	ENSP00000410294	P21802	2263	MONDO_0002081	musculoskeletal system disorder
FGFR2	HGNC:3689	Crouzon syndrome	MONDO_0007405	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000358487	ENSP00000351276	P21802	2263	MONDO_0021147	disorder of development or morphogenesis
FGFR2	HGNC:3689	Crouzon syndrome	MONDO_0007405	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000358487	ENSP00000351276	P21802	2263	MONDO_0002081	musculoskeletal system disorder
FGFR2	HGNC:3689	Crouzon syndrome	MONDO_0007405	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000457416	ENSP00000410294	P21802	2263	MONDO_0021147	disorder of development or morphogenesis
FGFR2	HGNC:3689	Crouzon syndrome	MONDO_0007405	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000457416	ENSP00000410294	P21802	2263	MONDO_0002081	musculoskeletal system disorder
FGFR2	HGNC:3689	Pfeiffer syndrome	MONDO_0007043	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000358487	ENSP00000351276	P21802	2263	MONDO_0021147	disorder of development or morphogenesis
FGFR2	HGNC:3689	Pfeiffer syndrome	MONDO_0007043	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000358487	ENSP00000351276	P21802	2263	MONDO_0002081	musculoskeletal system disorder
FGFR2	HGNC:3689	Pfeiffer syndrome	MONDO_0007043	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000457416	ENSP00000410294	P21802	2263	MONDO_0021147	disorder of development or morphogenesis
FGFR2	HGNC:3689	Pfeiffer syndrome	MONDO_0007043	Definitive	10	121478332.0	121598458.0	-	ENSG00000066468	ENST00000457416	ENSP00000410294	P21802	2263	MONDO_0002081	musculoskeletal system disorder
FGFR3	HGNC:3690	Achondroplasia	MONDO_0007037	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0021147	disorder of development or morphogenesis
FGFR3	HGNC:3690	Achondroplasia	MONDO_0007037	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0002081	musculoskeletal system disorder
FGFR3	HGNC:3690	thanatophoric dysplasia type 2	MONDO_0008547	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0021147	disorder of development or morphogenesis
FGFR3	HGNC:3690	thanatophoric dysplasia type 2	MONDO_0008547	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0002081	musculoskeletal system disorder
FGFR3	HGNC:3690	hypochondroplasia	MONDO_0007793	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0021147	disorder of development or morphogenesis
FGFR3	HGNC:3690	hypochondroplasia	MONDO_0007793	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0002081	musculoskeletal system disorder
FGFR3	HGNC:3690	camptodactyly-tall stature-scoliosis-hearing loss syndrome	MONDO_0012504	Moderate	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0002081	musculoskeletal system disorder
FGFR3	HGNC:3690	Crouzon syndrome-acanthosis nigricans syndrome	MONDO_0012833	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0021147	disorder of development or morphogenesis
FGFR3	HGNC:3690	Crouzon syndrome-acanthosis nigricans syndrome	MONDO_0012833	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0002081	musculoskeletal system disorder
FGFR3	HGNC:3690	severe achondroplasia-developmental delay-acanthosis nigricans syndrome	MONDO_0014658	Moderate	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0002081	musculoskeletal system disorder
FGFR3	HGNC:3690	thanatophoric dysplasia type 1	MONDO_0008546	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0021147	disorder of development or morphogenesis
FGFR3	HGNC:3690	thanatophoric dysplasia type 1	MONDO_0008546	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0002081	musculoskeletal system disorder
FGFR3	HGNC:3690	Muenke syndrome	MONDO_0011274	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0021147	disorder of development or morphogenesis
FGFR3	HGNC:3690	Muenke syndrome	MONDO_0011274	Definitive	4	1793293.0	1808872.0	+	ENSG00000068078	ENST00000440486	ENSP00000414914	P22607	2261	MONDO_0002081	musculoskeletal system disorder
FGG	HGNC:3694	congenital fibrinogen deficiency	MONDO_0018060	Definitive	4	154604134.0	154612967.0	-	ENSG00000171557	ENST00000336098	ENSP00000336829	P02679	2266	MONDO_0005570	hematologic disorder
FH	HGNC:3700	hereditary leiomyomatosis and renal cell cancer	MONDO_0007888	Definitive	1	241497511.0	241519799.0	-	ENSG00000091483	ENST00000366560	ENSP00000355518	P07954	2271	MONDO_0045024	cancer or benign tumor
FHOD3	HGNC:26178	hypertrophic cardiomyopathy	MONDO_0005045	Definitive	18	36297713.0	36780220.0	+	ENSG00000134775	ENST00000590592	ENSP00000466937	Q2V2M9	80206	MONDO_0002081	musculoskeletal system disorder
FHOD3	HGNC:26178	hypertrophic cardiomyopathy	MONDO_0005045	Definitive	18	36297713.0	36780220.0	+	ENSG00000134775	ENST00000590592	ENSP00000466937	Q2V2M9	80206	MONDO_0004995	cardiovascular disorder
FIG4	HGNC:16873	Charcot-Marie-Tooth disease	MONDO_0015626	Definitive	6	109690609.0	109878098.0	+	ENSG00000112367	ENST00000230124	ENSP00000230124	Q92562	9896	MONDO_0005071	nervous system disorder
FIG4	HGNC:16873	amyotrophic lateral sclerosis type 11	MONDO_0012945	Limited	6	109690609.0	109878098.0	+	ENSG00000112367	ENST00000230124	ENSP00000230124	Q92562	9896	MONDO_0005071	nervous system disorder
FKRP	HGNC:17997	myopathy caused by variation in FKRP	MONDO_0700066	Definitive	19	46746046.0	46776988.0	+	ENSG00000181027	ENST00000318584	ENSP00000326570	Q9H9S5	79147	MONDO_0005066	metabolic disease
FKRP	HGNC:17997	myopathy caused by variation in FKRP	MONDO_0700066	Definitive	19	46746046.0	46776988.0	+	ENSG00000181027	ENST00000318584	ENSP00000326570	Q9H9S5	79147	MONDO_0002081	musculoskeletal system disorder
FKTN	HGNC:3622	myopathy caused by variation in FKTN	MONDO_0700067	Definitive	9	105558122.0	105653820.0	+	ENSG00000106692	ENST00000357998	ENSP00000350687	O75072	2218	MONDO_0005066	metabolic disease
FKTN	HGNC:3622	myopathy caused by variation in FKTN	MONDO_0700067	Definitive	9	105558122.0	105653820.0	+	ENSG00000106692	ENST00000357998	ENSP00000350687	O75072	2218	MONDO_0002081	musculoskeletal system disorder
FKTN	HGNC:3622	myopathy caused by variation in FKTN	MONDO_0700067	Definitive	9	105558122.0	105653820.0	+	ENSG00000106692	ENST00000357998	ENSP00000350687	O75072	2218	MONDO_0005071	nervous system disorder
FLAD1	HGNC:24671	myopathy with abnormal lipid metabolism	MONDO_0009703	Definitive	1	154983338.0	154993111.0	+	ENSG00000160688	ENST00000292180	ENSP00000292180	Q8NFF5	80308	MONDO_0002081	musculoskeletal system disorder
FLCN	HGNC:27310	obsolete Birt-Hogg-Dube syndrome	MONDO_0007607	Definitive	17	17212212.0	17237188.0	-	ENSG00000154803	ENST00000285071	ENSP00000285071	Q8NFG4	201163		
FLI1	HGNC:3749	bleeding disorder, platelet-type, 21	MONDO_0054577	Moderate	11	128686535.0	128813267.0	+	ENSG00000151702	ENST00000527786	ENSP00000433488	Q01543	2313	MONDO_0005570	hematologic disorder
FLNA	HGNC:3754	periventricular nodular heterotopia	MONDO_0020341	Definitive	X	154348524.0	154374634.0	-	ENSG00000196924	ENST00000369850	ENSP00000358866	P21333	2316	MONDO_0005071	nervous system disorder
FLNC	HGNC:3756	myofibrillar myopathy	MONDO_0018943	Definitive	7	128830406.0	128859274.0	+	ENSG00000128591	ENST00000325888	ENSP00000327145	Q14315	2318	MONDO_0002081	musculoskeletal system disorder
FLNC	HGNC:3756	dilated cardiomyopathy	MONDO_0005021	Definitive	7	128830406.0	128859274.0	+	ENSG00000128591	ENST00000325888	ENSP00000327145	Q14315	2318	MONDO_0002081	musculoskeletal system disorder
FLNC	HGNC:3756	dilated cardiomyopathy	MONDO_0005021	Definitive	7	128830406.0	128859274.0	+	ENSG00000128591	ENST00000325888	ENSP00000327145	Q14315	2318	MONDO_0004995	cardiovascular disorder
FLT4	HGNC:3767	lymphatic malformation 1	MONDO_0007919	Definitive	5	180601506.0	180649624.0	-	ENSG00000037280	ENST00000261937	ENSP00000261937	P35916	2324	MONDO_0004995	cardiovascular disorder
FLT4	HGNC:3767	lymphatic malformation 1	MONDO_0007919	Definitive	5	180601506.0	180649624.0	-	ENSG00000037280	ENST00000261937	ENSP00000261937	P35916	2324	MONDO_0005046	immune system disorder
FLVCR1	HGNC:24682	FLVCR1-related retinopathy with or without ataxia	MONDO_0100449	Definitive	1	212858275.0	212899363.0	+	ENSG00000162769	ENST00000366971	ENSP00000355938	Q9Y5Y0	28982	MONDO_0002022	disorder of orbital region
FLVCR1	HGNC:24682	FLVCR1-related retinopathy with or without ataxia	MONDO_0100449	Definitive	1	212858275.0	212899363.0	+	ENSG00000162769	ENST00000366971	ENSP00000355938	Q9Y5Y0	28982	MONDO_0002025	psychiatric disorder
FLVCR1	HGNC:24682	FLVCR1-related retinopathy with or without ataxia	MONDO_0100449	Definitive	1	212858275.0	212899363.0	+	ENSG00000162769	ENST00000366971	ENSP00000355938	Q9Y5Y0	28982	MONDO_0024458	disorder of visual system
FLVCR1	HGNC:24682	FLVCR1-related retinopathy with or without ataxia	MONDO_0100449	Definitive	1	212858275.0	212899363.0	+	ENSG00000162769	ENST00000366971	ENSP00000355938	Q9Y5Y0	28982	MONDO_0005071	nervous system disorder
FMO3	HGNC:3771	trimethylaminuria	MONDO_0011182	Definitive	1	171090901.0	171117819.0	+	ENSG00000007933	ENST00000367755	ENSP00000356729	P31513	2328	MONDO_0005066	metabolic disease
FMO5	HGNC:3773	congenital heart disease	MONDO_0005453	Disputed	1	147175351.0	147243050.0	-	ENSG00000131781	ENST00000254090	ENSP00000254090	P49326	2330	MONDO_0021147	disorder of development or morphogenesis
FMO5	HGNC:3773	congenital heart disease	MONDO_0005453	Disputed	1	147175351.0	147243050.0	-	ENSG00000131781	ENST00000254090	ENSP00000254090	P49326	2330	MONDO_0004995	cardiovascular disorder
FN1	HGNC:3778	spondylometaphyseal dysplasia, 'corner fracture' type	MONDO_0008479	Definitive	2	215360440.0	215436073.0	-	ENSG00000115414	ENST00000354785	ENSP00000346839	P02751	2335	MONDO_0003900	connective tissue disorder
FN1	HGNC:3778	spondylometaphyseal dysplasia, 'corner fracture' type	MONDO_0008479	Definitive	2	215360440.0	215436073.0	-	ENSG00000115414	ENST00000354785	ENSP00000346839	P02751	2335	MONDO_0002081	musculoskeletal system disorder
FN1	HGNC:3778	glomerulopathy with fibronectin deposits 2	MONDO_0011165	Moderate	2	215360440.0	215436073.0	-	ENSG00000115414	ENST00000354785	ENSP00000346839	P02751	2335	MONDO_0002118	urinary system disorder
FNIP1	HGNC:29418	FNIP1-associated syndrome	MONDO_0100432	Definitive	5	131641714.0	131797017.0	-	ENSG00000217128	ENST00000510461	ENSP00000421985	Q8TF40	96459	MONDO_0005046	immune system disorder
FOLR1	HGNC:3791	neurodegenerative syndrome due to cerebral folate transport deficiency	MONDO_0013110	Definitive	11	72189558.0	72196323.0	+	ENSG00000110195	ENST00000393676	ENSP00000377281	P15328	2348	MONDO_0005066	metabolic disease
FOLR1	HGNC:3791	neurodegenerative syndrome due to cerebral folate transport deficiency	MONDO_0013110	Definitive	11	72189558.0	72196323.0	+	ENSG00000110195	ENST00000393676	ENSP00000377281	P15328	2348	MONDO_0005071	nervous system disorder
FOLR1	HGNC:3791	neurodegenerative syndrome due to cerebral folate transport deficiency	MONDO_0013110	Definitive	11	72189558.0	72196323.0	+	ENSG00000110195	ENST00000393676	ENSP00000377281	P15328	2348	MONDO_0005137	nutritional disorder
FOXA2	HGNC:5022	combined pituitary hormone deficiencies, genetic form	MONDO_0013099	Moderate	20	22580998.0	22585455.0	-	ENSG00000125798	ENST00000419308	ENSP00000400341	Q9Y261	3170	MONDO_0005039	reproductive system disorder
FOXA2	HGNC:5022	combined pituitary hormone deficiencies, genetic form	MONDO_0013099	Moderate	20	22580998.0	22585455.0	-	ENSG00000125798	ENST00000419308	ENSP00000400341	Q9Y261	3170	MONDO_0005151	endocrine system disorder
FOXA2	HGNC:5022	combined pituitary hormone deficiencies, genetic form	MONDO_0013099	Moderate	20	22580998.0	22585455.0	-	ENSG00000125798	ENST00000419308	ENSP00000400341	Q9Y261	3170	MONDO_0005071	nervous system disorder
FOXC1	HGNC:3800	anterior segment dysgenesis 3	MONDO_0024456	Definitive	6	1609915.0	1613897.0	+	ENSG00000054598	ENST00000645831	ENSP00000493906	Q12948	2296	MONDO_0021147	disorder of development or morphogenesis
FOXC1	HGNC:3800	anterior segment dysgenesis 3	MONDO_0024456	Definitive	6	1609915.0	1613897.0	+	ENSG00000054598	ENST00000645831	ENSP00000493906	Q12948	2296	MONDO_0002022	disorder of orbital region
FOXC1	HGNC:3800	anterior segment dysgenesis 3	MONDO_0024456	Definitive	6	1609915.0	1613897.0	+	ENSG00000054598	ENST00000645831	ENSP00000493906	Q12948	2296	MONDO_0024458	disorder of visual system
FOXC2	HGNC:3801	lymphedema-distichiasis syndrome	MONDO_0007922	Definitive	16	86566829.0	86569728.0	+	ENSG00000176692	ENST00000649859	ENSP00000497759	Q99958	2303	MONDO_0004995	cardiovascular disorder
FOXC2	HGNC:3801	lymphedema-distichiasis syndrome	MONDO_0007922	Definitive	16	86566829.0	86569728.0	+	ENSG00000176692	ENST00000649859	ENSP00000497759	Q99958	2303	MONDO_0005046	immune system disorder
FOXD3	HGNC:3804	aniridia	MONDO_0019172	Disputed	1	63322567.0	63325128.0	+	ENSG00000187140	ENST00000371116	ENSP00000360157	Q9UJU5	27022	MONDO_0021147	disorder of development or morphogenesis
FOXD3	HGNC:3804	aniridia	MONDO_0019172	Disputed	1	63322567.0	63325128.0	+	ENSG00000187140	ENST00000371116	ENSP00000360157	Q9UJU5	27022	MONDO_0002022	disorder of orbital region
FOXD3	HGNC:3804	aniridia	MONDO_0019172	Disputed	1	63322567.0	63325128.0	+	ENSG00000187140	ENST00000371116	ENSP00000360157	Q9UJU5	27022	MONDO_0024458	disorder of visual system
FOXE1	HGNC:3806	Bamforth-Lazarus syndrome	MONDO_0009437	Definitive	9	97853226.0	97856717.0	+	ENSG00000178919	ENST00000375123	ENSP00000364265	O00358	2304	MONDO_0005151	endocrine system disorder
FOXG1	HGNC:3811	FOXG1 disorder	MONDO_0100040	Definitive	14	28764329.0	28770277.0	+	ENSG00000176165	ENST00000313071	ENSP00000339004	P55316	2290	MONDO_0002025	psychiatric disorder
FOXG1	HGNC:3811	FOXG1 disorder	MONDO_0100040	Definitive	14	28764329.0	28770277.0	+	ENSG00000176165	ENST00000313071	ENSP00000339004	P55316	2290	MONDO_0005071	nervous system disorder
FOXI1	HGNC:3815	hearing loss disorder	MONDO_0005365	Limited	5	170105897.0	170109734.0	+	ENSG00000168269	ENST00000306268	ENSP00000304286	Q12951	2299	MONDO_0002025	psychiatric disorder
FOXI1	HGNC:3815	hearing loss disorder	MONDO_0005365	Limited	5	170105897.0	170109734.0	+	ENSG00000168269	ENST00000306268	ENSP00000304286	Q12951	2299	MONDO_0002409	auditory system disorder
FOXI1	HGNC:3815	hearing loss disorder	MONDO_0005365	Limited	5	170105897.0	170109734.0	+	ENSG00000168269	ENST00000306268	ENSP00000304286	Q12951	2299	MONDO_0005071	nervous system disorder
FOXI1	HGNC:3815	enlarged vestibular aqueduct syndrome	MONDO_0023069	Disputed	5	170105897.0	170109734.0	+	ENSG00000168269	ENST00000306268	ENSP00000304286	Q12951	2299	MONDO_0024623	otorhinolaryngologic disease
FOXI1	HGNC:3815	enlarged vestibular aqueduct syndrome	MONDO_0023069	Disputed	5	170105897.0	170109734.0	+	ENSG00000168269	ENST00000306268	ENSP00000304286	Q12951	2299	MONDO_0002081	musculoskeletal system disorder
FOXI1	HGNC:3815	enlarged vestibular aqueduct syndrome	MONDO_0023069	Disputed	5	170105897.0	170109734.0	+	ENSG00000168269	ENST00000306268	ENSP00000304286	Q12951	2299	MONDO_0002409	auditory system disorder
FOXJ1	HGNC:3816	ciliary dyskinesia, primary, 43	MONDO_0032874	Strong	17	76136333.0	76141245.0	-	ENSG00000129654	ENST00000322957	ENSP00000323880	Q92949	2302	MONDO_0005087	respiratory system disorder
FOXL1	HGNC:3817	congenital heart disease	MONDO_0005453	Disputed	16	86576368.0	86583478.0	+	ENSG00000176678	ENST00000320241	ENSP00000326272	Q12952	2300	MONDO_0021147	disorder of development or morphogenesis
FOXL1	HGNC:3817	congenital heart disease	MONDO_0005453	Disputed	16	86576368.0	86583478.0	+	ENSG00000176678	ENST00000320241	ENSP00000326272	Q12952	2300	MONDO_0004995	cardiovascular disorder
FOXN1	HGNC:12765	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	MONDO_0011132	Definitive	17	28506243.0	28538900.0	+	ENSG00000109101	ENST00000579795	ENSP00000464645	O15353	8456	MONDO_0005046	immune system disorder
FOXP1	HGNC:3823	intellectual disability-severe speech delay-mild dysmorphism syndrome	MONDO_0013352	Definitive	3	70954693.0	71583978.0	-	ENSG00000114861	ENST00000649528	ENSP00000497369	Q9H334	27086	MONDO_0002025	psychiatric disorder
