	gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label	case/control
546	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Limited	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000522543	ENSP00000430368	P16157	286	MONDO_0005570	hematologic disorder	
547	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Limited	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000289734	ENSP00000289734	P16157	286	MONDO_0005570	hematologic disorder	
548	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Limited	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000265709	ENSP00000265709	P16157	286	MONDO_0005570	hematologic disorder	
549	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Limited	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000314214	ENSP00000319123	P16157	286	MONDO_0005570	hematologic disorder	
550	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Limited	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000348036	ENSP00000297744	P16157	286	MONDO_0005570	hematologic disorder	
551	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Definitive	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000347528	ENSP00000339620	P16157	286	MONDO_0005570	hematologic disorder	case
552	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Definitive	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000522543	ENSP00000430368	P16157	286	MONDO_0005570	hematologic disorder	case
553	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Definitive	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000289734	ENSP00000289734	P16157	286	MONDO_0005570	hematologic disorder	case
554	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Definitive	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000265709	ENSP00000265709	P16157	286	MONDO_0005570	hematologic disorder	case
555	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Definitive	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000314214	ENSP00000319123	P16157	286	MONDO_0005570	hematologic disorder	case
556	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Definitive	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000348036	ENSP00000297744	P16157	286	MONDO_0005570	hematologic disorder	case
557	ANK2	HGNC:493	complex neurodevelopmental disorder	MONDO_0100038	Definitive	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000506722	ENSP00000421067	Q01484	287	MONDO_0005071	nervous system disorder	case
558	ANK2	HGNC:493	complex neurodevelopmental disorder	MONDO_0100038	Definitive	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000357077	ENSP00000349588	Q01484	287	MONDO_0005071	nervous system disorder	case
559	ANK2	HGNC:493	complex neurodevelopmental disorder	MONDO_0100038	Definitive	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000394537	ENSP00000378044	Q01484	287	MONDO_0005071	nervous system disorder	case
560	ANK2	HGNC:493	catecholaminergic polymorphic ventricular tachycardia	MONDO_0017990	Disputed	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000506722	ENSP00000421067	Q01484	287	MONDO_0004995	cardiovascular disorder	control
561	ANK2	HGNC:493	catecholaminergic polymorphic ventricular tachycardia	MONDO_0017990	Disputed	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000357077	ENSP00000349588	Q01484	287	MONDO_0004995	cardiovascular disorder	control
562	ANK2	HGNC:493	catecholaminergic polymorphic ventricular tachycardia	MONDO_0017990	Disputed	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000394537	ENSP00000378044	Q01484	287	MONDO_0004995	cardiovascular disorder	control
563	ANK2	HGNC:493	long QT syndrome	MONDO_0002442	Disputed	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000506722	ENSP00000421067	Q01484	287			control
564	ANK2	HGNC:493	long QT syndrome	MONDO_0002442	Disputed	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000357077	ENSP00000349588	Q01484	287			control
565	ANK2	HGNC:493	long QT syndrome	MONDO_0002442	Disputed	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000394537	ENSP00000378044	Q01484	287			control
566	ANKRD1	HGNC:15819	dilated cardiomyopathy	MONDO_0005021	Limited	10	90912096.0	90921087.0	-	ENSG00000148677	ENST00000371697	ENSP00000360762	Q15327	27063	MONDO_0002081	musculoskeletal system disorder	
567	ANKRD1	HGNC:15819	dilated cardiomyopathy	MONDO_0005021	Limited	10	90912096.0	90921087.0	-	ENSG00000148677	ENST00000371697	ENSP00000360762	Q15327	27063	MONDO_0004995	cardiovascular disorder	
568	ANKRD1	HGNC:15819	hypertrophic cardiomyopathy	MONDO_0005045	Disputed	10	90912096.0	90921087.0	-	ENSG00000148677	ENST00000371697	ENSP00000360762	Q15327	27063	MONDO_0002081	musculoskeletal system disorder	control
569	ANKRD1	HGNC:15819	hypertrophic cardiomyopathy	MONDO_0005045	Disputed	10	90912096.0	90921087.0	-	ENSG00000148677	ENST00000371697	ENSP00000360762	Q15327	27063	MONDO_0004995	cardiovascular disorder	control
570	ANKRD1	HGNC:15819	congenital heart disease	MONDO_0005453	Limited	10	90912096.0	90921087.0	-	ENSG00000148677	ENST00000371697	ENSP00000360762	Q15327	27063	MONDO_0021147	disorder of development or morphogenesis	
571	ANKRD1	HGNC:15819	congenital heart disease	MONDO_0005453	Limited	10	90912096.0	90921087.0	-	ENSG00000148677	ENST00000371697	ENSP00000360762	Q15327	27063	MONDO_0004995	cardiovascular disorder	
572	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000642600	ENSP00000495226	Q6UB99	29123	MONDO_0021147	disorder of development or morphogenesis	case
573	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000642600	ENSP00000495226	Q6UB99	29123	MONDO_0002025	psychiatric disorder	case
574	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000642600	ENSP00000495226	Q6UB99	29123	MONDO_0005071	nervous system disorder	case
575	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000378330	ENSP00000367581	Q6UB99	29123	MONDO_0021147	disorder of development or morphogenesis	case
576	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000378330	ENSP00000367581	Q6UB99	29123	MONDO_0002025	psychiatric disorder	case
577	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000378330	ENSP00000367581	Q6UB99	29123	MONDO_0005071	nervous system disorder	case
578	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000301030	ENSP00000301030	Q6UB99	29123	MONDO_0021147	disorder of development or morphogenesis	case
579	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000301030	ENSP00000301030	Q6UB99	29123	MONDO_0002025	psychiatric disorder	case
580	ANKRD11	HGNC:21316	KBG syndrome	MONDO_0007846	Definitive	16	89267619.0	89490561.0	-	ENSG00000167522	ENST00000301030	ENSP00000301030	Q6UB99	29123	MONDO_0005071	nervous system disorder	case
581	ANKRD26	HGNC:29186	thrombocytopenia 2	MONDO_0008555	Definitive	10	26973793.0	27100494.0	-	ENSG00000107890	ENST00000376087	ENSP00000365255	Q9UPS8	22852	MONDO_0005570	hematologic disorder	case
582	ANKS6	HGNC:26724	nephronophthisis 16	MONDO_0014158	Definitive	9	98731329.0	98796965.0	-	ENSG00000165138	ENST00000353234	ENSP00000297837	Q68DC2	203286	MONDO_0002118	urinary system disorder	case
583	ANO10	HGNC:25519	autosomal recessive spinocerebellar ataxia 10	MONDO_0013392	Definitive	3	43354859.0	43691594.0	-	ENSG00000160746	ENST00000292246	ENSP00000292246	Q9NW15	55129	MONDO_0005071	nervous system disorder	case
584	ANO10	HGNC:25519	autosomal recessive spinocerebellar ataxia 10	MONDO_0013392	Definitive	3	43354859.0	43691594.0	-	ENSG00000160746	ENST00000350459	ENSP00000327767	Q9NW15	55129	MONDO_0005071	nervous system disorder	case
585	ANO10	HGNC:25519	autosomal recessive spinocerebellar ataxia 10	MONDO_0013392	Definitive	3	43354859.0	43691594.0	-	ENSG00000160746	ENST00000396091	ENSP00000379398	Q9NW15	55129	MONDO_0005071	nervous system disorder	case
586	ANO10	HGNC:25519	autosomal recessive spinocerebellar ataxia 10	MONDO_0013392	Definitive	3	43354859.0	43691594.0	-	ENSG00000160746	ENST00000414522	ENSP00000396990	Q9NW15	55129	MONDO_0005071	nervous system disorder	case
587	ANO10	HGNC:25519	autosomal recessive spinocerebellar ataxia 10	MONDO_0013392	Definitive	3	43354859.0	43691594.0	-	ENSG00000160746	ENST00000451430	ENSP00000394119	Q9NW15	55129	MONDO_0005071	nervous system disorder	case
588	ANOS1	HGNC:6211	hypogonadotropic hypogonadism 1 with or without anosmia	MONDO_0010635	Definitive	X	8528874.0	8732137.0	-	ENSG00000011201	ENST00000262648	ENSP00000262648	P23352	3730	MONDO_0005039	reproductive system disorder	case
589	ANOS1	HGNC:6211	hypogonadotropic hypogonadism 1 with or without anosmia	MONDO_0010635	Definitive	X	8528874.0	8732137.0	-	ENSG00000011201	ENST00000262648	ENSP00000262648	P23352	3730	MONDO_0005151	endocrine system disorder	case
590	ANTXR2	HGNC:21732	hyaline fibromatosis syndrome	MONDO_0009229	Definitive	4	79901146.0	80125454.0	-	ENSG00000163297	ENST00000403729	ENSP00000385575	P58335	118429	MONDO_0002081	musculoskeletal system disorder	case
591	ANTXR2	HGNC:21732	hyaline fibromatosis syndrome	MONDO_0009229	Definitive	4	79901146.0	80125454.0	-	ENSG00000163297	ENST00000681115	ENSP00000505618	P58335	118429	MONDO_0002081	musculoskeletal system disorder	case
592	ANTXR2	HGNC:21732	hyaline fibromatosis syndrome	MONDO_0009229	Definitive	4	79901146.0	80125454.0	-	ENSG00000163297	ENST00000346652	ENSP00000314883	P58335	118429	MONDO_0002081	musculoskeletal system disorder	case
593	ANTXR2	HGNC:21732	hyaline fibromatosis syndrome	MONDO_0009229	Definitive	4	79901146.0	80125454.0	-	ENSG00000163297	ENST00000307333	ENSP00000306185	P58335	118429	MONDO_0002081	musculoskeletal system disorder	case
594	ANXA11	HGNC:535	amyotrophic lateral sclerosis type 23	MONDO_0027694	Definitive	10	80150889.0	80205572.0	-	ENSG00000122359	ENST00000372231	ENSP00000361305	P50995	311	MONDO_0005071	nervous system disorder	case
595	ANXA11	HGNC:535	amyotrophic lateral sclerosis type 23	MONDO_0027694	Definitive	10	80150889.0	80205572.0	-	ENSG00000122359	ENST00000438331	ENSP00000398610	P50995	311	MONDO_0005071	nervous system disorder	case
596	ANXA11	HGNC:535	amyotrophic lateral sclerosis type 23	MONDO_0027694	Definitive	10	80150889.0	80205572.0	-	ENSG00000122359	ENST00000422982	ENSP00000404412	P50995	311	MONDO_0005071	nervous system disorder	case
597	ANXA11	HGNC:535	amyotrophic lateral sclerosis type 23	MONDO_0027694	Definitive	10	80150889.0	80205572.0	-	ENSG00000122359	ENST00000265447	ENSP00000265447	P50995	311	MONDO_0005071	nervous system disorder	case
598	AP1B1	HGNC:554	ichthyosiform erythroderma, corneal involvement, and hearing loss	MONDO_0009440	Definitive	22	29327680.0	29388583.0	-	ENSG00000100280	ENST00000357586	ENSP00000350199	Q10567	162	MONDO_0021147	disorder of development or morphogenesis	case
599	AP1B1	HGNC:554	ichthyosiform erythroderma, corneal involvement, and hearing loss	MONDO_0009440	Definitive	22	29327680.0	29388583.0	-	ENSG00000100280	ENST00000357586	ENSP00000350199	Q10567	162	MONDO_0002051	integumentary system disorder	case
600	AP1B1	HGNC:554	ichthyosiform erythroderma, corneal involvement, and hearing loss	MONDO_0009440	Definitive	22	29327680.0	29388583.0	-	ENSG00000100280	ENST00000432560	ENSP00000400065	Q10567	162	MONDO_0021147	disorder of development or morphogenesis	case
601	AP1B1	HGNC:554	ichthyosiform erythroderma, corneal involvement, and hearing loss	MONDO_0009440	Definitive	22	29327680.0	29388583.0	-	ENSG00000100280	ENST00000432560	ENSP00000400065	Q10567	162	MONDO_0002051	integumentary system disorder	case
602	AP1B1	HGNC:554	ichthyosiform erythroderma, corneal involvement, and hearing loss	MONDO_0009440	Definitive	22	29327680.0	29388583.0	-	ENSG00000100280	ENST00000405198	ENSP00000384194	Q10567	162	MONDO_0021147	disorder of development or morphogenesis	case
603	AP1B1	HGNC:554	ichthyosiform erythroderma, corneal involvement, and hearing loss	MONDO_0009440	Definitive	22	29327680.0	29388583.0	-	ENSG00000100280	ENST00000405198	ENSP00000384194	Q10567	162	MONDO_0002051	integumentary system disorder	case
604	AP1B1	HGNC:554	ichthyosiform erythroderma, corneal involvement, and hearing loss	MONDO_0009440	Definitive	22	29327680.0	29388583.0	-	ENSG00000100280	ENST00000317368	ENSP00000319361	Q10567	162	MONDO_0021147	disorder of development or morphogenesis	case
605	AP1B1	HGNC:554	ichthyosiform erythroderma, corneal involvement, and hearing loss	MONDO_0009440	Definitive	22	29327680.0	29388583.0	-	ENSG00000100280	ENST00000317368	ENSP00000319361	Q10567	162	MONDO_0002051	integumentary system disorder	case
606	AP1G1	HGNC:555	complex neurodevelopmental disorder	MONDO_0100038	Strong	16	71729000.0	71809201.0	-	ENSG00000166747	ENST00000299980	ENSP00000299980	O43747	164	MONDO_0005071	nervous system disorder	case
607	AP1G1	HGNC:555	complex neurodevelopmental disorder	MONDO_0100038	Strong	16	71729000.0	71809201.0	-	ENSG00000166747	ENST00000569748	ENSP00000454523	O43747	164	MONDO_0005071	nervous system disorder	case
608	AP1G1	HGNC:555	complex neurodevelopmental disorder	MONDO_0100038	Strong	16	71729000.0	71809201.0	-	ENSG00000166747	ENST00000393512	ENSP00000377148	O43747	164	MONDO_0005071	nervous system disorder	case
609	AP1G1	HGNC:555	complex neurodevelopmental disorder	MONDO_0100038	Limited	16	71729000.0	71809201.0	-	ENSG00000166747	ENST00000299980	ENSP00000299980	O43747	164	MONDO_0005071	nervous system disorder	
610	AP1G1	HGNC:555	complex neurodevelopmental disorder	MONDO_0100038	Limited	16	71729000.0	71809201.0	-	ENSG00000166747	ENST00000569748	ENSP00000454523	O43747	164	MONDO_0005071	nervous system disorder	
611	AP1G1	HGNC:555	complex neurodevelopmental disorder	MONDO_0100038	Limited	16	71729000.0	71809201.0	-	ENSG00000166747	ENST00000393512	ENSP00000377148	O43747	164	MONDO_0005071	nervous system disorder	
612	AP1S1	HGNC:559	MEDNIK syndrome	MONDO_0012251	Definitive	7	101154456.0	101161596.0	+	ENSG00000106367	ENST00000337619	ENSP00000336666	P61966	1174	MONDO_0002051	integumentary system disorder	case
613	AP1S1	HGNC:559	MEDNIK syndrome	MONDO_0012251	Definitive	7	101154456.0	101161596.0	+	ENSG00000106367	ENST00000443943	ENSP00000410780	P61966	1174	MONDO_0002051	integumentary system disorder	case
614	AP1S2	HGNC:560	X-linked syndromic intellectual disability	MONDO_0020119	Definitive	X	15825806.0	15854931.0	-	ENSG00000182287	ENST00000329235	ENSP00000328789	P56377	8905	MONDO_0002025	psychiatric disorder	case
615	AP1S2	HGNC:560	X-linked syndromic intellectual disability	MONDO_0020119	Definitive	X	15825806.0	15854931.0	-	ENSG00000182287	ENST00000329235	ENSP00000328789	P56377	8905	MONDO_0005071	nervous system disorder	case
616	AP2M1	HGNC:564	complex neurodevelopmental disorder	MONDO_0100038	Definitive	3	184174689.0	184184214.0	+	ENSG00000161203	ENST00000382456	ENSP00000371894	Q96CW1	1173	MONDO_0005071	nervous system disorder	case
617	AP2M1	HGNC:564	complex neurodevelopmental disorder	MONDO_0100038	Definitive	3	184174689.0	184184214.0	+	ENSG00000161203	ENST00000292807	ENSP00000292807	Q96CW1	1173	MONDO_0005071	nervous system disorder	case
618	AP2M1	HGNC:564	complex neurodevelopmental disorder	MONDO_0100038	Definitive	3	184174689.0	184184214.0	+	ENSG00000161203	ENST00000621863	ENSP00000481563	Q96CW1	1173	MONDO_0005071	nervous system disorder	case
619	AP2M1	HGNC:564	complex neurodevelopmental disorder	MONDO_0100038	Definitive	3	184174689.0	184184214.0	+	ENSG00000161203	ENST00000439647	ENSP00000409081	Q96CW1	1173	MONDO_0005071	nervous system disorder	case
620	AP3B1	HGNC:566	Hermansky-Pudlak syndrome 2	MONDO_0011997	Definitive	5	77991640.0	78294762.0	-	ENSG00000132842	ENST00000519295	ENSP00000430597	O00203	8546	MONDO_0002051	integumentary system disorder	case
621	AP3B1	HGNC:566	Hermansky-Pudlak syndrome 2	MONDO_0011997	Definitive	5	77991640.0	78294762.0	-	ENSG00000132842	ENST00000519295	ENSP00000430597	O00203	8546	MONDO_0005570	hematologic disorder	case
622	AP3B1	HGNC:566	Hermansky-Pudlak syndrome 2	MONDO_0011997	Definitive	5	77991640.0	78294762.0	-	ENSG00000132842	ENST00000519295	ENSP00000430597	O00203	8546	MONDO_0005046	immune system disorder	case
623	AP3B1	HGNC:566	Hermansky-Pudlak syndrome 2	MONDO_0011997	Definitive	5	77991640.0	78294762.0	-	ENSG00000132842	ENST00000255194	ENSP00000255194	O00203	8546	MONDO_0002051	integumentary system disorder	case
624	AP3B1	HGNC:566	Hermansky-Pudlak syndrome 2	MONDO_0011997	Definitive	5	77991640.0	78294762.0	-	ENSG00000132842	ENST00000255194	ENSP00000255194	O00203	8546	MONDO_0005570	hematologic disorder	case
625	AP3B1	HGNC:566	Hermansky-Pudlak syndrome 2	MONDO_0011997	Definitive	5	77991640.0	78294762.0	-	ENSG00000132842	ENST00000255194	ENSP00000255194	O00203	8546	MONDO_0005046	immune system disorder	case
626	AP4S1	HGNC:575	AP-4 deficiency syndrome	MONDO_0100176	Definitive	14	31025106.0	31130996.0	+	ENSG00000100478	ENST00000557346	ENSP00000451479	Q9Y587	11154			case
627	AP4S1	HGNC:575	AP-4 deficiency syndrome	MONDO_0100176	Definitive	14	31025106.0	31130996.0	+	ENSG00000100478	ENST00000542754	ENSP00000438170	Q9Y587	11154			case
628	AP4S1	HGNC:575	AP-4 deficiency syndrome	MONDO_0100176	Definitive	14	31025106.0	31130996.0	+	ENSG00000100478	ENST00000554345	ENSP00000450768	Q9Y587	11154			case
629	AP4S1	HGNC:575	AP-4 deficiency syndrome	MONDO_0100176	Definitive	14	31025106.0	31130996.0	+	ENSG00000100478	ENST00000334725	ENSP00000334484	Q9Y587	11154			case
630	AP4S1	HGNC:575	AP-4 deficiency syndrome	MONDO_0100176	Definitive	14	31025106.0	31130996.0	+	ENSG00000100478	ENST00000554609	ENSP00000452383	Q9Y587	11154			case
631	AP4S1	HGNC:575	AP-4 deficiency syndrome	MONDO_0100176	Definitive	14	31025106.0	31130996.0	+	ENSG00000100478	ENST00000555417	ENSP00000451609	Q9Y587	11154			case
632	AP5Z1	HGNC:22197	hereditary spastic paraplegia	MONDO_0019064	Definitive	7	4775615.0	4794397.0	+	ENSG00000242802	ENST00000649063	ENSP00000497815	O43299	9907	MONDO_0005071	nervous system disorder	case
633	AP5Z1	HGNC:22197	hereditary spastic paraplegia	MONDO_0019064	Definitive	7	4775615.0	4794397.0	+	ENSG00000242802	ENST00000648925	ENSP00000496830	O43299	9907	MONDO_0005071	nervous system disorder	case
634	APC	HGNC:583	gastric adenocarcinoma and proximal polyposis of the stomach	MONDO_0017790	Definitive	5	112707518.0	112846239.0	+	ENSG00000134982	ENST00000509732	ENSP00000426541	P25054	324	MONDO_0004335	digestive system disorder	case
635	APC	HGNC:583	gastric adenocarcinoma and proximal polyposis of the stomach	MONDO_0017790	Definitive	5	112707518.0	112846239.0	+	ENSG00000134982	ENST00000509732	ENSP00000426541	P25054	324	MONDO_0045024	cancer or benign tumor	case
636	APC	HGNC:583	gastric adenocarcinoma and proximal polyposis of the stomach	MONDO_0017790	Definitive	5	112707518.0	112846239.0	+	ENSG00000134982	ENST00000507379	ENSP00000423224	P25054	324	MONDO_0004335	digestive system disorder	case
637	APC	HGNC:583	gastric adenocarcinoma and proximal polyposis of the stomach	MONDO_0017790	Definitive	5	112707518.0	112846239.0	+	ENSG00000134982	ENST00000507379	ENSP00000423224	P25054	324	MONDO_0045024	cancer or benign tumor	case
638	APC	HGNC:583	gastric adenocarcinoma and proximal polyposis of the stomach	MONDO_0017790	Definitive	5	112707518.0	112846239.0	+	ENSG00000134982	ENST00000257430	ENSP00000257430	P25054	324	MONDO_0004335	digestive system disorder	case
639	APC	HGNC:583	gastric adenocarcinoma and proximal polyposis of the stomach	MONDO_0017790	Definitive	5	112707518.0	112846239.0	+	ENSG00000134982	ENST00000257430	ENSP00000257430	P25054	324	MONDO_0045024	cancer or benign tumor	case
640	APC	HGNC:583	gastric adenocarcinoma and proximal polyposis of the stomach	MONDO_0017790	Definitive	5	112707518.0	112846239.0	+	ENSG00000134982	ENST00000508376	ENSP00000427089	P25054	324	MONDO_0004335	digestive system disorder	case
